"seg_id_nat","year","month","n","ANN","RGCN","RGCN_ptrn","RNN","seg"
2007,2005,6,30,3.3192832437741,2.87459484333778,3.01931234451373,3.13861345482166,"2007_2005_6_d100"
2007,2005,7,31,3.64041773075891,3.37960028934106,3.1384832809304,3.31279593392933,"2007_2005_7_d100"
2007,2005,8,31,2.7314399908495,2.25275862423492,2.61060093907321,1.75966424168002,"2007_2005_8_d100"
2007,2006,6,30,4.05002378801857,3.46693162301348,3.6455044395613,4.65435178845316,"2007_2006_6_d100"
2007,2006,7,31,5.27417792371011,4.16917025415277,4.83540738288864,6.27380659178566,"2007_2006_7_d100"
2007,2006,8,31,1.86420922792588,1.58930263983297,1.41569710130615,2.06585809636014,"2007_2006_8_d100"
2007,2007,6,30,3.36469978726963,2.83599622978511,3.45174923324624,4.18248923474585,"2007_2007_6_d100"
2007,2007,7,31,3.98729235062258,3.59017314168268,3.90364222684358,4.23322414464702,"2007_2007_7_d100"
2007,2007,8,31,3.02990531888157,3.38532842877212,2.987503761161,2.76363862995395,"2007_2007_8_d100"
2007,2008,6,30,3.506202639382,3.42609002035622,3.88653394839695,4.46519229427888,"2007_2008_6_d100"
2007,2008,7,31,4.44532282896527,3.29078697342685,3.84946370454227,5.12296421848789,"2007_2008_7_d100"
2007,2008,8,31,2.60095265583382,2.94033912703469,2.59028553394628,2.50271920833584,"2007_2008_8_d100"
2007,2009,6,27,1.00748529378396,1.55294974401664,1.11149141935762,1.2722250451954,"2007_2009_6_d100"
2007,2009,7,31,2.1429744001485,2.52194023859669,2.74832251215996,2.38773338506413,"2007_2009_7_d100"
2007,2009,8,31,2.00897605508209,1.6320367252176,1.59246819079503,2.58973095620938,"2007_2009_8_d100"
2007,2010,6,30,1.07687717862804,1.07631665932595,1.10956538735275,1.40594862243837,"2007_2010_6_d100"
2007,2010,7,31,1.84764907886575,1.49774871984399,1.34065755445578,2.2886662517959,"2007_2010_7_d100"
2007,2010,8,31,3.39780276084862,3.57938499457136,3.23883475909752,3.78565618478239,"2007_2010_8_d100"
2007,2011,6,30,1.67477236709267,2.05141423554332,1.9718888876018,2.56934777072326,"2007_2011_6_d100"
2007,2011,7,31,4.6434681817907,4.69760164766955,4.80466246648661,5.06084930895944,"2007_2011_7_d100"
2007,2011,8,31,3.98580988591472,4.48051812077395,4.2359410275403,4.59954323303995,"2007_2011_8_d100"
2007,2012,6,30,2.53937131788284,2.15703729798746,2.25351253120424,2.41350111484591,"2007_2012_6_d100"
2007,2012,7,28,3.00957602818522,2.72168372088544,2.5031169460129,2.55664339014669,"2007_2012_7_d100"
2007,2012,8,31,3.1406433804723,3.3506016077194,3.09019626827967,3.17690853676075,"2007_2012_8_d100"
2007,2013,6,30,3.43966623789412,1.9074891526654,2.81022073698871,3.75995676294578,"2007_2013_6_d100"
2007,2013,7,31,5.1577430157528,4.23337120016731,4.64780889394276,6.12943216568948,"2007_2013_7_d100"
2007,2013,8,29,3.37274361623467,1.96627086191883,2.12336269902086,2.93008709352339,"2007_2013_8_d100"
2007,2014,6,30,3.45700439562898,2.29669914832826,3.05541865470185,3.88026488717587,"2007_2014_6_d100"
2007,2014,7,31,2.84274644316431,1.9675334342546,2.32751155852428,3.34745421003534,"2007_2014_7_d100"
2007,2014,8,31,2.55628171278069,3.49455257420561,3.64968955541409,3.1110247386537,"2007_2014_8_d100"
2007,2015,6,30,2.46046570640213,2.37065480867158,2.13209262733887,2.49102990773861,"2007_2015_6_d100"
2007,2015,7,31,2.7870394953413,2.71315819325414,2.7036138229882,2.94804107741893,"2007_2015_7_d100"
2007,2016,6,30,2.86942577953296,2.9059542478663,2.67134966125335,2.46198668165685,"2007_2016_6_d100"
2007,2016,7,31,3.90679120901269,3.64296423225615,3.58613257121744,3.35970742650197,"2007_2016_7_d100"
2007,2016,8,31,1.74268219780804,1.75929329349566,1.69288549408787,2.21985488617673,"2007_2016_8_d100"
2012,2005,6,30,1.04497406315185,0.769624191809876,0.527757239050628,1.37548695572499,"2012_2005_6_d100"
2012,2005,7,31,0.640902925717037,0.490096532895279,0.566271281022514,1.46213670423406,"2012_2005_7_d100"
2012,2005,8,31,1.33436655730708,1.29058729747247,1.30375162058738,2.09206227834104,"2012_2005_8_d100"
2012,2006,8,31,1.34798361374699,1.16354669356938,1.15733789247453,2.0332877321187,"2012_2006_8_d100"
2012,2007,6,28,1.7471280573104,1.15923488856612,0.987648773415391,2.61664069234157,"2012_2007_6_d100"
2012,2007,7,29,1.21500915822987,0.921887885437886,1.01512950729523,2.09394651555111,"2012_2007_7_d100"
2012,2007,8,31,1.1439180509676,1.03127936060254,1.14081014939989,1.76693913092521,"2012_2007_8_d100"
2012,2008,6,30,0.921580001035357,0.665320050898738,0.730225929799577,1.25262613720465,"2012_2008_6_d100"
2012,2008,8,31,0.821146675961444,0.709583932935509,0.858133144810016,1.30327941223349,"2012_2008_8_d100"
2012,2009,6,30,1.74179588403964,1.34132825689322,1.02389515073643,1.90346530364617,"2012_2009_6_d100"
2012,2009,7,31,1.23769304754603,1.01833568293786,0.914093046787731,1.70652865873772,"2012_2009_7_d100"
2012,2009,8,31,1.01109946994277,0.8933000292776,0.858239401050958,1.72451105391889,"2012_2009_8_d100"
2012,2010,6,28,1.00605375061247,0.576428444352769,0.455038882071738,1.56876674918038,"2012_2010_6_d100"
2012,2010,7,31,0.715514796881216,0.678003919993671,0.835865946312203,1.60587033916273,"2012_2010_7_d100"
2012,2010,8,31,0.918915654989525,0.72821526577757,0.863614556153423,1.56826188355042,"2012_2010_8_d100"
2012,2011,6,30,1.18677073161389,0.674745939733921,0.398609481603568,1.90395719561736,"2012_2011_6_d100"
2012,2011,7,31,0.892759909478641,0.829294148367107,0.911874830580544,1.66244626794948,"2012_2011_7_d100"
2012,2011,8,31,1.22208604996369,1.24315775173767,1.16904997453328,1.70226337853377,"2012_2011_8_d100"
2012,2012,6,30,0.79609921197689,0.544764802077521,0.612614870049669,1.43870202277048,"2012_2012_6_d100"
2012,2012,7,31,0.962791692503583,1.05544271498909,1.23185941385451,1.86688565875529,"2012_2012_7_d100"
2012,2012,8,31,0.563286158963533,0.469485552602633,0.636065971747561,1.19812835531013,"2012_2012_8_d100"
2012,2013,6,30,0.873399988630266,0.61777870661553,0.655936832057993,0.980584311603428,"2012_2013_6_d100"
2012,2013,7,31,0.581623928646014,0.423058206559463,0.429548927525513,1.0998315059301,"2012_2013_7_d100"
2012,2013,8,31,0.541365561557222,0.397498405934127,0.39788404334779,0.787249871112676,"2012_2013_8_d100"
2012,2014,6,28,1.03524369244978,0.583089207470549,0.393785439829175,1.5754485620505,"2012_2014_6_d100"
2012,2014,7,29,1.05250469771456,0.677529568432437,0.644172714845426,1.90665253841428,"2012_2014_7_d100"
2012,2014,8,31,1.18427036392595,1.04701954342711,1.11504122753527,1.76299335804645,"2012_2014_8_d100"
2012,2015,6,30,1.04160805329609,0.51638477706861,0.475206697613952,1.71232891580055,"2012_2015_6_d100"
2012,2015,7,31,0.492625311699064,0.561910470101612,0.610302168572476,1.01423037445703,"2012_2015_7_d100"
2012,2015,8,31,0.732141926920038,0.529527346902084,0.56869824447344,1.45677048379996,"2012_2015_8_d100"
2012,2016,6,30,0.80588450805881,0.400108194346364,0.409710998130919,1.11991451585253,"2012_2016_6_d100"
2012,2016,7,31,0.616912197243981,0.53422420168623,0.721263166880888,1.3547580271131,"2012_2016_7_d100"
2012,2016,8,31,0.490831295973711,0.390377027322974,0.463895894288799,0.986821390364949,"2012_2016_8_d100"
2013,2005,6,30,0.824722544573535,0.897523034706904,0.395201815359259,0.650497914697923,"2013_2005_6_d100"
2013,2005,7,31,0.772458441249311,0.629494824173934,0.622388532611986,0.518682130874856,"2013_2005_7_d100"
2013,2005,8,31,1.05790078099206,0.842130199735377,0.565200457624007,0.716414486569797,"2013_2005_8_d100"
2013,2006,6,30,0.814154349957543,0.965810189784977,0.662489280474782,0.577776963499706,"2013_2006_6_d100"
2013,2006,7,31,0.928692797984861,0.924835135379308,0.453750207678559,0.474189339495994,"2013_2006_7_d100"
2013,2006,8,31,1.01871261808333,0.693317857621845,0.374016251876812,0.583530674166901,"2013_2006_8_d100"
